#Generation 1: F, G, CV
2.477644668999999869e-02 -6.477088086000000189e-01 1.771935539999999754e-02 -7.343310509999589897e-04 -5.958999999999999887e-03 -2.257599999999999885e-02 1.771935539999999754e-02
4.895338059999999880e-02 -9.342193047000000306e-01 -9.530487600000001058e-02 -2.721665664999761702e-04 -5.208999999999998354e-03 -2.190399999999999986e-02 0.000000000000000000e+00
3.547239320000000057e-02 -1.014575572999999897e+00 -1.320482000000011702e-03 -5.953659714999781638e-04 -1.396499999999999998e-02 -3.692899999999999655e-02 0.000000000000000000e+00
3.825580365000000316e-02 -6.734633999000000371e-01 3.137867600000010526e-03 4.455827088000026415e-03 -1.728899999999999881e-02 -4.549500000000000766e-02 7.593694688000036941e-03
3.774257553999999654e-02 -7.171899177999999653e-01 9.870702799999991894e-03 4.860659667000014061e-03 -1.400099999999999956e-02 -2.671799999999999869e-02 1.473136246700000596e-02
3.393446519999999966e-02 -6.544274249999999515e-01 7.182253073000000043e-02 -1.091748609949998172e-02 -4.928000000000000089e-03 -3.627899999999999875e-02 7.182253073000000043e-02
2.796012008000000118e-02 -6.311337573999999950e-01 2.040655279999999128e-02 -7.515079390499987411e-03 -2.567299999999999791e-02 -3.089899999999999938e-02 2.040655279999999128e-02
3.610653837000000338e-02 -8.787310570999999904e-01 -5.802973159999999520e-02 -2.309815324999936470e-04 -1.208000000000000740e-03 -2.512299999999999950e-02 0.000000000000000000e+00
1.119996745999999981e-02 -5.556641856999999796e-01 3.295198598000000090e-02 2.733278000500008464e-03 -1.478799999999999906e-02 -1.176400000000000015e-02 3.568526398050000936e-02
4.423771328000000030e-02 -6.067834291999999463e-01 6.676267616999999321e-02 -2.428434447999991419e-03 -1.187999999999999994e-02 -1.676799999999999818e-02 6.676267616999999321e-02
4.536345189000000333e-02 -3.973166662000000016e-01 4.024034361999999365e-02 -5.379421616999988109e-03 -1.165499999999999869e-02 -6.761100000000000443e-02 4.024034361999999365e-02
